operation_id,candidate_id,scope_space_id,nearest_station,walk_minutes,station_access,airport_access,parking_spaces_on_site,large_vehicle_access,loading_access,booking_open_months,booking_close_days,consecutive_use,setup_teardown_policy,food_policy,merch_policy,network_policy,lodging_note,access_source_url,booking_source_url,operations_source_url,observed_at,verification_status,note
OP-031,CAND-046,sunmesse-large,JR高松駅,,"JR高松駅から路線バス約30分。ことでん伏石駅経由は乗換時間を除き約22分","高松空港からタクシー約30分。高松中央ICから約2分",700,yes,"大展示場は床荷重5t/㎡で大型工作機械やクレーン車の直接乗入れに対応。詳細な搬入口寸法・留置条件は利用手引きで確認",24,,conditional,"原則9:00〜21:00の4時間区分。準備・撤去・清掃を利用時間に含め、時間外は1時間単位。利用1か月前までに計画書・打合せ",conditional,conditional,"2階施設はWi-Fi対応。大展示場の有線・専用回線、帯域、配信料金は要確認","高松市内・高松駅周辺の宿泊室数・価格帯は未観測",https://www.sunmesse.com/facilities/parking.php,https://www.sunmesse.com/organizer/application.php,https://www.sunmesse.com/images/organizer/application/tebiki.pdf,2026-07-30,verified,"大展示場全面は2年前、分割は1年前から受付。敷地内700台に加え臨時1000台は常設台数へ合算しない。残金は利用開始10日前まで、光熱・冷暖房・付帯設備・時間外は精算"
OP-032,CAND-025,bigpalette-exhibition-full,JR郡山駅,,"郡山駅西口から路線バス約15分。JR安積永盛駅から約1.5km・徒歩20分","福島空港から郡山駅までシャトルバス約35分。郡山南ICから約7km・車約15分",844,yes,"多目的展示ホールはW4.7m×H5mの搬出入口4か所。サービスヤードに大型車両23台分の駐車スペース",24,,conditional,"利用時間は設営から撤去・清掃・原状回復完了まで。多目的展示ホールの設営撤去のみは一部を除き基本料70%。仮予約は14日間有効",conditional,conditional,"各施設の有線LANは9000円/室・日で事前申込。個人向けフリーWi-Fiは催事利用に不向きで、有線LANから個別Wi-Fi構築を推奨","郡山市内・郡山駅周辺の宿泊室数・価格帯は未観測",https://big-palette.jp/access/access.html,https://big-palette.jp/promotor/flow.html,https://www.big-palette.jp/promotor/faq.html,2026-07-30,verified,"多目的展示ホール2面以上は24か月前、1面は12か月前から受付。通常の無料駐車場844台だが、スプリンクラー更新工事に伴い2028年3月予定まで一部閉鎖中。入場料加算、物販・飲食、投擲器具の床保護、連続利用の催事別条件は打合せが必要"
OP-033,CAND-034,airwater-main,JR松本駅,50,"徒歩約50分。松本バスターミナルから路線バス約20分、最寄停留所から徒歩3分","松本空港からの公式所要時間は未観測。松本ICから公式案内で車約15分",660,yes,"普通車660台・大型車30台をキッセイ文化ホールと共用。第2駐車場は催事時のみで事前申請が必要。アリーナ搬入口寸法は未観測",,,conditional,"利用時間に準備・後片付け・清掃を含む。大会・リーグ戦は年単位の事前調整、練習は抽選または一般予約。2施設同時確保は別々に申請",conditional,conditional,"アリーナの催事用回線、帯域、料金は未観測","浅間温泉は隣接文化ホールから車約5分・徒歩約20分。宿泊室数・価格・団体対応は別確認",https://matsumoto-arena.com/access/,https://www.city.matsumoto.nagano.jp/soshiki/239/50005.html,https://matsumoto-arena.com/guide/,2026-07-30,verified,"JJF 2025実績は適合の参考だが、現在の投擲・床養生・同時利用可否を保証しない。スポーツかその他利用か、通常予約の解禁時期、搬入、回線は問い合わせが必要"
OP-034,CAND-034,kissei-medium,JR松本駅,,"松本駅から路線バス約20分、最寄停留所から徒歩3〜5分。タクシー約15分","松本空港からの公式所要時間は未観測。松本ICから公式案内で車約30分",660,yes,"普通車660台・大型車30台をアリーナと共用。舞台搬入口寸法と大型車留置条件は要確認",12,40,conditional,"利用時間9:00〜21:30に搬入・準備・搬出・片付けを含む。大・中ホールは14日前までに搬入出・舞台・警備等を打合せ",conditional,conditional,"無料Wi-Fi・有線LANあり。別事業者の有料回線も利用可能だが、上り帯域・専用性・固定IP・料金は要確認","施設公式が浅間温泉を車約5分・徒歩約20分と案内。13軒の旅館組合を紹介するが、室数・団体価格は未観測",https://www.matsubun.jp/access/,https://www.matsubun.jp/guide/,https://www.matsubun.jp/guide/,2026-07-30,verified,"大・中ホールは13か月前の10〜20日に抽選申込、12か月前月初から先着、40日前まで受付。物販は関連商品のみ申請制。客席・国際会議室・リハーサル室は飲食不可。駐車場整理人員は主催者手配"
OP-035,CAND-014,matsuyama-main,伊予鉄高浜線 大手町駅,7,"大手町駅から徒歩約7分。松山市駅から路線バス約3分、JR松山駅から約2分","松山空港からの公式所要時間は未観測",263,yes,"地下243台と2026年5月からの地上20台。大型車は企画展示ホール西側に約2台・事前予約制。体育館の搬入口寸法は未観測",,,conditional,"利用時間内に準備・片付けを利用者が実施。大会は体育館事務所へ日程相談し、3か月前までを目途に予約、2週間前までに打合せ",conditional,conditional,"体育館の催事用回線、帯域、料金は未観測","松山市中心部の宿泊室数・価格帯は未観測",https://cul-spo.or.jp/comcen/access,https://www.cul-spo.or.jp/comcen/fac_taiiku/,https://www.cul-spo.or.jp/comcen/fac_taiiku/,2026-07-30,verified,"大会予約の受付開始時期は公開ページ上で未観測。床専用ラインテープを利用者が用意する規則はあるが、ジャグリング器具の投擲・床養生条件は別確認"
OP-036,CAND-014,camellia-hall,伊予鉄高浜線 大手町駅,7,"大手町駅から徒歩約7分。松山市駅から路線バス約3分、JR松山駅から約2分","松山空港からの公式所要時間は未観測",263,yes,"地下243台と2026年5月からの地上20台。大型車は約2台・事前予約制。ホール搬入口寸法・留置条件は未観測",12,,conditional,"利用時間9:00〜22:00に準備・撤去を含む。利用内容により事前打合せ。仮予約は1週間以内に申請書提出が必要",unknown,unknown,"キャメリアホール専用5G基地局あり。催事配信の上り帯域、専用性、料金、技術支援は要確認","松山市中心部の宿泊室数・価格帯は未観測",https://cul-spo.or.jp/comcen/access,https://www.cul-spo.or.jp/comcen/fac_bunka/,https://www.cul-spo.or.jp/comcen/fac_bunka/,2026-07-30,verified,"利用日の1年前から予約し、毎月1日に1年先同月分の受付会。体育館大会予約とは別窓口。2施設同時確保、棟間移動、物販、飲食、搬入は個別確認"
OP-037,CAND-017,kumamoto-exhibition,桜町バスターミナル,,"SAKURA MACHI Kumamoto内。熊本駅・市電停留場からの公式所要時間は公開アクセス図で要再確認","熊本空港からの公式所要時間は未観測",,yes,"西側搬入口A・Bは高さ3919mm・幅4006mm。展示ホールへ11t車直接乗入れ可。西側車両置場は事前申請制",12,,conditional,"利用時間9:00〜22:00に準備・撤去を含む。仮押さえは原則7日。大型資材・重量物は床・扉等の養生必須。利用約1か月前に計画打合せ",conditional,conditional,"電気・給排水設備はあるが、催事用回線の帯域・専用性・料金は公式ページ上で未観測","施設公式に観光・宿泊案内はあるが、団体室数・価格帯は未観測",https://www.kumamoto-jo-hall.jp/access/,https://www.kumamoto-jo-hall.jp/organizer/guidance.html,https://www.kumamoto-jo-hall.jp/organizer/loading.html,2026-07-30,verified,"展示・シビック・大会議室は12か月前初日から受付。複数施設は最も早い受付時期に同時申請可。一般来場者向け敷地内駐車台数は登録せず、SAKURA MACHI Kumamoto等の有料駐車場条件を別確認"
OP-038,CAND-017,kumamoto-civic,桜町バスターミナル,,"SAKURA MACHI Kumamoto内。熊本駅・市電停留場からの公式所要時間は公開アクセス図で要再確認","熊本空港からの公式所要時間は未観測",,conditional,"西側搬入口Cから2300kg搬入EVを使用。扉高さ3000mm・幅2300mm。西側車両置場は事前申請制",12,,conditional,"利用時間9:00〜22:00に準備・撤去を含む。仮押さえは原則7日。大型資材は養生必須。利用約1か月前に計画打合せ",conditional,conditional,"ホール設備は確認済みだが、催事用回線の帯域・専用性・料金は公式ページ上で未観測","施設公式に観光・宿泊案内はあるが、団体室数・価格帯は未観測",https://www.kumamoto-jo-hall.jp/access/,https://www.kumamoto-jo-hall.jp/organizer/guidance.html,https://www.kumamoto-jo-hall.jp/organizer/loading.html,2026-07-30,verified,"移動観覧席での飲食は禁止。催事区分、投擲・床養生、物販、飲食、配信、展示ホールとの同時確保は打合せで確認"
OP-039,CAND-043,bigship-multipurpose,JR米子駅,5,"JR米子駅北口から徒歩5分","米子空港から車または空港連絡バスで約25分",700,yes,"センター裏の構内駐車場は主催者の業務・搬入車専用で事前予約制。多目的ホールの平土間利用は公式養生資料あり。一般車700台は向かいの米子市文化ホール・商業施設との共用立体駐車場",15,,conditional,"9:00〜22:00の利用時間に準備・撤去・清掃を含む。全面は15か月前、1/2面は6か月前。仮申込は10日間、施設料前納、冷暖房・備品は利用後精算",conditional,conditional,"高速大容量通信・映像配信に対応。専有接続18480円／催事、21日前までに予約。帯域・固定IP・冗長回線は要確認","米子駅前の宿泊室数・団体価格は未観測",https://www.bigship.or.jp/bigship/guest/15/,https://www.bigship.or.jp/application/,https://www.bigship.or.jp/bigship/organizer/6/1/,2026-07-30,verified,"多目的ホールは利用1か月前〜2週間前を目安に技術打合せ。展示販売会以外の物販は事前承認。ジャグリング器具の投擲・床養生、飲食範囲、連続利用日数は要確認"
OP-040,CAND-005,lightcube-large,JR宇都宮駅,2,"JR宇都宮駅改札から徒歩約2分、東口デッキで接続","羽田・成田空港からの公式概要所要時間は交通状況を伴う参考値のため台帳数値化せず",,yes,"1階搬入出口は車高制限3.5m、10t車2台・4t車1台が同時停車可能。搬入ステージ間口6.85m、荷物用EV3000kg。専用駐車場なし",24,7,yes,"全面は24か月前、分割は18か月前から。最長10日連続。利用時間9:00〜22:00に準備・設営・保管・片付けを含み、大・中ホールは30日前までに打合せ",conditional,conditional,"中継・収録・撮影は申請制。施設回線、上り帯域、専有性、固定IP、料金は公式公開資料上で未観測","宇都宮駅周辺の宿泊室数・団体価格は未観測",https://u-koryukyoten.jp/assets/pdf/guide/shisetsuriyoutebiki.pdf,https://u-koryukyoten.jp/assets/pdf/guide/shisetsuriyoutebiki.pdf,https://u-koryukyoten.jp/assets/pdf/guide/shisetsuriyoutebiki.pdf,2026-07-30,verified,"専用駐車場はなく近隣有料駐車場を利用。物販・配布・展示、飲食・ケータリングは事前打合せ事項。大ホールのスポーツ・投擲、床養生、電気、警備、清掃、回線は個別確認"
OP-041,CAND-048,seagaia-summit-full,JR宮崎駅,,"宮崎駅から車約25分","宮崎空港から車約25分。一ツ葉有料道路利用時は約15分",2000,yes,"6000kgカーリフトで展示用車を含む大型機材を各階へ搬入可能。大型バス駐車場あり。搬入口・カーリフトの開口寸法と留置条件は要確認",,,conditional,"予約開始、仮押さえ、連続利用、設営撤去時間、取消条件は公開ページ上で未観測。会場・食事・宿泊を含むMICE提案と見積は問い合わせ",yes,conditional,"施設内Wi-Fiあり。有料・無料の区分、専有回線、上り帯域、固定IP、冗長化、配信支援は会場ごとに要確認","隣接するフェニックス・シーガイア・オーシャン・タワーは公式施設概要で全735室。団体在庫、朝食、価格、キャンセル、他宿泊棟との配宿は見積条件",https://www.seagaia-mice.jp/facilities/,https://www.seagaia-mice.jp/facilities/convention-center/,https://www.seagaia-mice.jp/facilities/convention-center/convention-4f/summit-hall-all/,2026-07-30,verified,"平面駐車場A〜F計2000台、施設利用者無料。公開の定価料金表は観測できず、会場費・宴会・宿泊・機材・人員・交通を分離した見積取得が必要。床荷重、投擲、練習利用、物販は要確認"
OP-042,CAND-013,ishinhall-main,JR新山口駅,0,"新山口駅北口から直結","山口宇部空港から直行バス約30分",518,yes,"搬出口は北舞台上袖側W2.7m×H2.75m、北舞台側W3m×H2.975m。車両台数・経路・養生・荷降ろし後の留置は事前打合せ。来場者用は有料駐車場518台",18,,conditional,"3区分以上連続利用は18か月前、2区分以下は12か月前、平土間半面は6か月前。利用時間に準備撤去を含み、1か月前までに使用計画打合せ",conditional,conditional,"第5世代通信環境とLAN回線あり。LAN利用料0円、Wi-Fiルーター1100円／区分。配信帯域・専有性・固定IP・冗長化は要確認","新山口駅周辺の宿泊室数・団体価格は未観測",https://ishinhall.com/,https://ishinhall.com/hall/org/,https://ishinhall.com/wp-content/themes/overwall/images/pdf/yamaguchi_hall_floorguide.pdf,2026-07-30,verified,"会場設営・座席転換は基本料外。物販を伴う場合は使用計画書、飲食は事前打合せ、警備・誘導は主催者責任。投擲・床養生、平土間半面の遮音、同時催事、連続利用日数は要確認"
OP-043,CAND-039,miyakomesse-hall3,京都市営地下鉄東西線 東山駅,8,"東山駅から徒歩約8分。京都駅から地下鉄乗車約15分＋徒歩約8分、タクシー約20分","関西・伊丹空港からの公式所要時間は未観測",163,yes,"平面荷捌き場はトラック20レーン・乗用車53レーンを催事ごとに配分。第3展示場は4500kg/2000kg搬入EVを使用。大型車は道路通行許可が必要な場合あり。場内車両乗入れ不可",24,,conditional,"第3展示場全面を2日以上は24か月前、分割または2日未満は12か月前。基本会期9:00〜17:00、搬出原状回復は最終22:00。準備・撤去は別の搬出入延長料金",conditional,conditional,"展示場内は事前申込の有料ブロードバンド回線、各階ロビーは無料Wi-Fi。帯域、専有性、固定IP、冗長化、料金は要確認","京都岡崎・中心部の宿泊室数・団体価格は未観測",https://www.miyakomesse.jp/access/,https://www.miyakomesse.jp/planner/rules/,https://www.miyakomesse.jp/planner/price/carry/,2026-07-30,verified,"地下有料駐車場163台・大型バス3台。搬入用平面駐車は計画調整制で来場者用台数へ合算しない。警備・整理員、飲食、物販、投擲・床養生、同時催事、連続利用は要確認"
OP-044,CAND-047,saga-main,JR佐賀駅,15,"JR佐賀駅から徒歩約15分。駅バスセンターから路線バス約5〜10分","佐賀空港から市営バスで佐賀駅バスセンター乗換。公式所要時間合計は未観測",,yes,"メインアリーナへ11tトラック直接乗入れ可能な搬入口2か所。イベント来場者用の施設駐車場は原則なく、駅周辺駐車・公共交通・催事別P&Rを利用",,,conditional,"予約開始、仮押さえ、連続利用、設営撤去時間、取消条件は公開ページ上で未観測。主催者専用窓口へ催事内容を提示して相談",conditional,conditional,"大型映像・音響・照明設備は常設。催事用インターネット回線の帯域・専有性・固定IP・冗長化・料金は公開ページ上で未観測","佐賀駅周辺・温泉地を含む宿泊室数、団体価格、送迎条件は未観測",https://saga-sunrisepark.com/sunrise-access/,https://saga-sunrisepark.com/organizer/,https://saga-sunrisepark.com/wp-content/uploads/2023/05/SAGA_ARENA_PF_web_20230501.pdf,2026-07-30,verified,"主会場3036㎡と練習・第二会場1800㎡を隣接確保できる可能性がある。料金用途、非営利適用、最小貸出単位、2会場同時予約、床養生、投擲、回線、警備、飲食物販は要確認"
OP-045,CAND-015,culport-large,とさでん交通 菜園場町停留所,3,"菜園場町停留所から徒歩約3分。はりまや橋停留所から徒歩約5分","高知龍馬空港から空港連絡バス約20分、はりまや橋観光バスターミナルから徒歩約1分",200,conditional,"地下有料駐車場200台・高さ2.1m。大型バス等は事前相談。大ホール搬入口は図面で確認できるが、車両寸法・台数・留置・床養生は要打合せ",12,,conditional,"両ホールと併用施設は1年前の月初から受付。3日以上の連続本番または四国大会以上の催事は個別相談。利用時間9:00〜22:00に準備・原状回復を含む",conditional,conditional,"館内Wi-Fiあり。催事用の上り帯域、専有性、固定IP、冗長化、利用区画、料金は公開ページ上で未観測","高知市中心部の宿泊室数・団体価格・終演後交通は未観測",https://www.bunkaplaza.or.jp/information/access/,https://www.bunkaplaza.or.jp/facility/halls/,https://www.bunkaplaza.or.jp/facility/halls/,2026-07-30,verified,"大ホール1085席と258.7㎡の可変小ホール、106.57㎡リハーサル室を同一館で組める。小ホールの競技利用・投擲、客席設営、冷暖房、警備、清掃、物販、飲食、催事回線は要確認"
OP-046,CAND-003,sendai-exhibition-all,仙台市地下鉄東西線 国際センター駅,,"国際センター駅に隣接。会議棟改修中は展示棟との通常動線に規制があり、屋外動線図に従う","仙台空港アクセス線で仙台駅へ移動後、地下鉄東西線へ乗換。公式ページ上の合計所要時間は未観測",,yes,"現時点で来場者駐車場なし。展示室搬出入口W5m×H5m、改修時動線図は大型車最大22台を示すが、催事時の留置・時間・誘導・床養生は要打合せ",18,7,conditional,"展示室は18か月前の2日から原則7日前まで受付。準備・レイアウト変更・本番・撤去・原状復帰を全て予約時間へ含める。連日利用でも鍵は毎日返却",conditional,conditional,"無料有線LAN、館内LAN、Wi-Fiと有料通信回線の選択肢あり。上り帯域、専有性、固定IP、冗長化、料金は申込内容ごとに確認","仙台駅・青葉山周辺の宿泊室数、団体価格、終演後交通は未観測",https://www.aobayama.jp/access/,https://www.aobayama.jp/organizer/use/application.html,https://www.aobayama.jp/closure.html,2026-07-30,verified,"会議棟は2025-04-20〜2027-10末、展示棟は2027-04-01〜10末に休館予定。展示棟は2027-03-31まで通常開館だが、工事騒音・動線・備品制限あり。開催可能日と会議棟併用不可を必ず確認"
OP-047,CAND-006,tokimesse-wave-all,JR新潟駅,25,"新潟駅から徒歩約25分、タクシー約5分、路線バス約15分で朱鷺メッセ停留所","新潟空港からタクシー約20分。空港リムジンバスは新潟駅までで、路線バス等へ乗換",1839,yes,"万代島共有有料駐車場A〜E合計1839台。大型車はBランプ下へ事前予約。展示ホールは45t以下の車両が直接進入でき、サービスヤードと床ピットを備える",24,,conditional,"展示ホール全面は24か月前、Aは18か月前、Bは12か月前。全館・国際会議は36か月前。仮押さえは原則2週間。開錠から施錠まで準備・撤去を含む",conditional,conditional,"公共空間の無料Wi-Fiは展示ホール内では使えず、有料プレミアムネットワークを14日前までに申請。上り帯域、専有性、固定IP、冗長化は要確認","同一複合内にホテル日航新潟。客室数、団体価格、深夜早朝動線は未観測",https://www.tokimesse.com/sp/visitor/contact/faq.html,https://www.tokimesse.com/sponsor/download/files/20240610_usage_hall.pdf,https://www.tokimesse.com/sponsor/guide/wavemarket.html,2026-07-30,verified,"7800㎡展示ホールと1133㎡メインホール、649㎡国際会議室、会議室、ホテルを一体利用できる。共有駐車1839台は催事専用枠ではない。入場料区分、投擲・床養生、吊物、警備、物販飲食、配信回線を要確認"
OP-048,CAND-032,ishikawa-hall4,JR金沢駅,,"金沢駅から北鉄バスで西部緑地公園または袋畠町西部緑地公園下車。タクシー約15分。北陸道金沢西ICから車約5分","小松空港からの公式所要時間・乗換・団体バス条件は未観測",3500,yes,"西部緑地公園内の共有駐車場約3500台。4号館は搬入口9か所、3号館は5か所。大型車の進入経路、荷降ろし後の留置、時間帯、床養生は要打合せ",12,,conditional,"産業目的の全面利用は12か月前、3・4号館半面は8か月前。産業外目的は全面6か月前、半面4か月前。利用時間に準備撤去を含み、準備撤去だけの料金は原則半額",conditional,conditional,"催事用インターネット回線の有無、帯域、専有性、固定IP、冗長化、料金は公式公開ページ上で未観測","金沢駅・市内宿泊施設の室数、団体価格、終演後交通は未観測",https://www.pref.ishikawa.lg.jp/tenjikan/gaiyou.html,https://ishikawa-odekake.jp/westpark/downloads/,https://ishikawa-odekake.jp/westpark/facilities/santen/,2026-07-30,verified,"駐車場は野球場・競技場・公園等との共有で催事専用枠ではない。入場料等を徴収する興行・音楽・スポーツ等の目的外使用は通常料金の2倍。開催目的区分、冷暖房実費、電気重油、警備、物販飲食、通信回線を要確認"
OP-049,CAND-049,kagoshima-main,JR鹿児島中央駅,,"鹿児島中央駅・天文館方面から西原商会アリーナ前または中草牟田方面の路線バスを公式アクセス図で案内。所要時間・運行頻度・終演後便は要確認","鹿児島空港から空港バスで鹿児島中央駅等へ移動後、路線バス・タクシーへ乗換。公式合計所要時間は未観測",224,yes,"通常来場者用は地下144台・地上80台。大型バス8台、マイクロバス14台。臨時多目的広場は有料で乗用車200台または大型バス30〜40台。特殊物件の搬入と搬入口・床動線の養生は事前承認",12,,conditional,"1年前の同月1日から10日間に仮予約し重複時抽選、その後先着。許可申請は6か月前から。利用時間に準備・片付けを含み、準備・リハーサル・撤去だけの区分は基本時間料金の40％",conditional,conditional,"公式パンフレットは館内無料Wi-Fiを案内するが、現在の範囲、上り帯域、専有性、固定IP、冗長化、催事利用可否は要確認","鹿児島中央駅・天文館周辺の宿泊室数、団体価格、終演後交通は未観測",https://nishihara-shokai-arena.jp/access,https://nishihara-shokai-arena.jp/facilities/mainarena,https://nishihara-shokai-arena.jp/organizer/turnover,2026-07-30,verified,"メイン4486㎡とサブ1008㎡を同一館で組める。国際・全国・九州規模のスポーツ大会やMICEは優先利用できる場合がある。両区画同時予約、ジャグリング・ヨーヨーの料金用途、床養生、投擲、搬入、警備、飲食物販、配信回線を要確認"
OP-050,CAND-011,okayama-event,JR岡山駅,3,"JR岡山駅新幹線乗降口・中央改札口から徒歩約3分","岡山桃太郎空港から岡山駅西口まで空港バス約40分、ノンストップ約30分。空港から車約30分",260,yes,"イベントホールはトラック搬入口へ直結。施設地下260台、隣接リットパーキング270台、近隣西口400台。地下駐車は高さ2.1m以下で大型搬入車用ではない",15,,conditional,"ホール全面は15か月前、半面は3か月前。国際会議・全国大会等でホールを含む利用は随時相談。仮予約は打合せ表提出後1週間、室料前納。設営撤去区分を別料金で設定",conditional,conditional,"催事用回線の有無、上り帯域、専有性、固定IP、冗長化、工事、料金は公式公開ページ上で未観測","ANAクラウンプラザホテル岡山が隣接し駅周辺に複数ホテル。室数、団体価格、深夜早朝動線は未観測",https://www.mamakari.net/access/,https://www.mamakari.net/flow/guide.php,https://www.mamakari.net/facility/eventhall.php,2026-07-30,verified,"595㎡イベントホールと745㎡可変コンベンションホール、展示・会議諸室を駅前で組める。両ホール同時予約、ジャグリング・ヨーヨーの利用目的、投擲・床養生、吊物、警備、物販飲食、配信回線を要確認"
OP-051,CAND-069,ryutopia-studio-b,新潟交通 市役所前バス停,5,"JR新潟駅から萬代橋ラインで15〜20分、市役所前下車徒歩5分",,,unknown,"スタジオBは4階。大型車、搬入口、荷物用エレベーターの現行条件は公開ページ上で未観測",,,conditional,"全日区分は9:00〜22:00。客席・舞台構成、附属設備、技術人員、準備撤去時間は事前打合せが必要",unknown,unknown,"催事用回線の有無、帯域、専有性、固定IP、冗長化、料金は未観測",,https://www.ryutopia.or.jp/traffic/access/,https://www.ryutopia.or.jp/rent/,https://www.ryutopia.or.jp/information/facility/studio-gallery/,2026-07-30,verified,"最大150席は構成により変動。競技利用、高投げ、床養生、物販、飲食、搬入を要確認"
OP-052,CAND-070,orbis-hall,JR・あいの風とやま鉄道 富山駅,5,"富山駅から徒歩5分、富山地方鉄道富山駅のすぐ隣","富山空港から車30〜40分",,conditional,"ホールはマリエとやま7階。搬入用エレベーターは扉幅1.0m×高さ2.1mの経路例を公式図で案内。大型物の寸法・時間帯は要相談",12,,conditional,"利用希望日の1年前の月末に抽選受付。利用時間9:00〜22:00へ準備・後片付けを含む。利用料は前納",conditional,conditional,"デジタル配信設備セットは有料。インターネット回線の帯域・専有性・固定IP・冗長化は未観測","同一建物・富山駅周辺の宿泊室数、団体料金、深夜早朝搬入は未観測",https://www.bunka-toyama.jp/orbis/access/index.html,https://www.bunka-toyama.jp/orbis/use-reservation/index.html,https://www.bunka-toyama.jp/orbis/facilityguide/index.html,2026-07-30,verified,"近隣のタイムズマリエとやま駐車場は約340台だが劇場専用・敷地内ではないため駐車台数欄は未入力。2026年公表の料金改定後適用額を要確認"
OP-053,CAND-071,sainotsuno-theater,上田駅,10,"北陸新幹線・しなの鉄道・別所線の上田駅から徒歩10分",,,unknown,"公式図面の北口扉は幅1.53m×高さ2.15m。大型車の停車、荷降ろし、道路使用、館内養生は要確認",,,conditional,"1日貸切は10:00〜22:00。通常のカフェ家具から開始し、利用後に現状復帰。音響・照明・舞台設備利用時は管理スタッフ費が別途",conditional,conditional,"催事用回線の有無、帯域、専有性、固定IP、冗長化、料金は未観測","同一施設のゲストハウスは最大12名。公演関係者枠、団体料金、キャンセル条件は別途確認",https://sainotsuno.org/theatre/,https://sainotsuno.org/theatre/,https://sainotsuno.org/wp/wp-content/uploads/2025/10/13ad159531a4230e0c240d878ea03c24.pdf,2026-07-30,verified,"イベント来場者用駐車は台数が限られ、近隣駐車場利用を公式案内。収容、競技利用、高投げ、床養生、物販を要確認"
OP-054,CAND-072,nanjare-stage,名古屋市営地下鉄 亀島駅,6,"亀島駅から徒歩6分、名古屋駅から徒歩10分",,,unknown,"4階舞台・客席への搬入出は利用者責任。車両駐車、階段・開口寸法、大型物の搬入可否は要確認",,,yes,"一日利用は予約開始日の制限なし。利用時間は準備・片付けを含み、全て原状復帰。時間利用は3か月前から",conditional,conditional,"催事用回線の有無、帯域、専有性、固定IP、冗長化、料金は未観測","名古屋駅周辺の宿泊室数、団体料金、深夜早朝動線は未観測",https://www.nanjare-nagoya.com/,https://www.nanjare-nagoya.com/service/price/,https://www.nanjare-nagoya.com/service/equipment/,2026-07-30,verified,"駐車場なし、全館土足禁止、完全防音ではない。公演図面は利用約1週間前を目安に提出。競技利用、高投げ、床養生、観客定員は要確認"
OP-055,CAND-073,shiinomi-theater,,,,,50,unknown,"搬入口・大型車両・荷降ろし動線の公開寸法は未観測。無料駐車場50台、本番日は劇場横に関係者車両3台まで",,,conditional,"貸館可能時間9:00〜22:00。利用6か月前までに申請書を提出し、2〜3週間前までに舞台・照明・音響・進行を打合せ",conditional,conditional,"催事用回線の有無、帯域、専有性、固定IP、冗長化、料金は未観測","劇場周辺は食事場所が少ないと公式注意あり。松江市内宿泊、送迎、終演後交通は要確認",https://forest.ashibue.jp/theater,https://forest.ashibue.jp/theater/14,https://forest.ashibue.jp/theater/27,2026-07-30,verified,"劇場専門スタッフ2700円/時が必須。冷暖房・照明・音響も時間料金。通常客席108、補助席込み消防上最大132人"
OP-056,CAND-074,theater-nest,伊予鉄横河原線 見奈良駅,6,"見奈良駅から徒歩6分、松山市駅から所要約25分","松山空港から車約50分",,unknown,"レスパスシティ／クールスモール2階。搬入口、エレベーター、大型車停車、館内養生の条件は公開ページ上で未観測",,,conditional,"公式全日区分は10:00〜23:00。22〜23時は22時までの利用者のみ延長可能。準備・撤去・技術打合せ条件は要確認",conditional,conditional,"催事用回線の有無、帯域、専有性、固定IP、冗長化、料金は未観測","東温市・松山市の宿泊室数、団体料金、終演後交通は未観測",https://art-village-toon.jp/access/,https://art-village-toon.jp/facility/theater/,https://art-village-toon.jp/facility/theater/,2026-07-30,verified,"客席・舞台面積の公式表に不整合があるため面積は未入力。競技利用、高投げ、物販、飲食、駐車、技術人員を要確認"
OP-057,CAND-035,nagara-main-hall,JR岐阜駅,,"JR岐阜駅から岐阜バス三田洞線で長良川国際会議場前下車・徒歩1分（公式案内はJR岐阜からバス約20分）","中部国際空港から名鉄岐阜駅まで公式案内で約55分。会議場までの接続所要時間は別途確認",,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,7,conditional,"利用区分には準備・撤去を含み、連続7日間まで。使用日の1か月前までに会議場担当者と詳細打合せ。催し物終了後は現状復帰",conditional,conditional,"事前申込のVDSL接続サービスは1回線1区分1410円、1日4230円。帯域・専有性・固定IP・冗長化は未観測","会議場は岐阜都ホテルに隣接。客室数・団体料金・宿泊枠は未観測",https://www.city.gifu.lg.jp/kankoubunka/kankou/1005142/1010716.html,https://www.g-ncc.jp/organizer/usage/guidance-precaution/,https://www.g-ncc.jp/organizer/usage/guidance-precaution/,2026-08-02,verified,"メインホール受付は、国際的会議・大会は3年前、東海地区規模以上は2年前、それ以外は1年前の各月初から。物品・飲食物の販売・提供は許可なく不可。別管理の岐阜メモリアルセンターとの同時予約可否は未確認"
OP-058,CAND-035,gmc-deai-dome,,,,,,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",3,,conditional,"仮借用受付は利用日の3か月前から。連続2日以上は最初の利用日の3か月前から。規模の大きい行事は利用日の約1か月前に施設担当者との打合せを要請",,,"催事用回線の有無、帯域、専有性、固定IP、冗長化、料金は未観測","宿泊室数・団体料金・終演後交通は未観測",https://gifu-sports.org/gmc/access/,https://gifu-sports.org/gmc/riyoinfo/,https://gifu-sports.org/gmc/riyoinfo/,2026-08-02,verified,"岐阜メモリアルセンターは別指定管理者。駐車場予約は不可で、公式は収容台数が十分でないため公共交通機関利用を案内。で愛ドームとふれ愛ドームの同時確保は公開情報からは確認できない。料金は付属設備別途精算"
